accessed,archived_url,evidence_tier,publisher,source_id,title,url
2026-08-21,,A,FBI CJIS,cs059,FBI CJIS,https://www.fbi.gov/file-repository/reports-and-publications/2019-ncic-missing-person-and-unidentified-person-statistics.pdf
2026-08-21,,A,FBI CJIS,cs060,FBI CJIS,https://www.fbi.gov/file-repository/cjis/2020-ncic-missing-person-and-unidentified-person-statistics.pdf
2026-08-21,,A,FBI CJIS,cs061,FBI CJIS,https://www.fbi.gov/file-repository/cjis/2022-ncic-missing-person-and-unidentified-person-statistics.pdf
2026-08-21,,A,FBI CJIS,cs062,FBI CJIS,https://le.fbi.gov/file-repository/2023-ncic-missing-person-and-unidentified-person-statistics.pdf
2026-08-21,,A,FBI CJIS,cs063,FBI CJIS,https://www.fbi.gov/file-repository/cjis/2024-ncic-missing-and-unidentified-person-statistics.pdf
2026-08-21,,A,FBI CJIS,cs064,FBI CJIS,https://www.fbi.gov/file-repository/2025-ncic-missing-person-and-unidentified-person-statistics.pdf
2026-08-21,,A,National Institute of Justice / NamUs,cs065,National Institute of Justice / NamUs,https://www.ojp.gov/pdffiles1/nij/310356.pdf
2026-08-21,,A,NamUs,cs066,NamUs,https://namus.nij.ojp.gov/sites/g/files/xyckuh336/files/media/document/namus-bi-annual-monthly-case-report-january-2025.pdf
2026-08-21,,A,Administrative Office of the U.S. Courts,cs067,Administrative Office of the U.S. Courts,https://www.uscourts.gov/sites/default/files/statistics_import_dir/C02ASep08.pdf
2026-08-21,,A,Administrative Office of the U.S. Courts,cs068,Administrative Office of the U.S. Courts,https://www.uscourts.gov/sites/default/files/data_tables/C02ASep15.pdf
2026-08-21,,A,Administrative Office of the U.S. Courts,cs069,Administrative Office of the U.S. Courts,https://www.uscourts.gov/sites/default/files/data_tables/jb_c2a_0930.2019.pdf
2026-08-21,,A,Administrative Office of the U.S. Courts,cs070,Administrative Office of the U.S. Courts,https://www.uscourts.gov/sites/default/files/2025-01/jb_c2a_0930.2024.pdf
2026-08-21,,A,Administrative Office of the U.S. Courts,cs071,Administrative Office of the U.S. Courts,https://www.uscourts.gov/sites/default/files/document/jb_c2a_0930.2025.pdf
2026-08-21,,B,Reporters Committee for Freedom of the Press,cs072,Reporters Committee for Freedom of the Press,https://www.rcfp.org/introduction-anti-slapp-guide/
2026-08-21,,B,Institute for Free Speech,cs073,Institute for Free Speech,https://www.ifs.org/anti-slapp-report/
2026-08-21,,A,"David Pritchard, Communication Law and Policy 14(3), 2009",cs074,"David Pritchard, Communication Law and Policy 14(3), 2009",https://uwm.edu/journalism-advertising-media-studies/wp-content/uploads/sites/213/2016/04/Rethinking-Criminal-Libel.pdf
2026-08-21,,B,Media Law Resource Center,cs075,Media Law Resource Center,https://medialaw.org/chapter-3-the-empirical-reality-ofcontemporary-libel-litigation/
2026-08-21,,A,FBI CJIS,hs_nibrs_manual,NIBRS User Manual 2025.0 (offence code definitions),https://le.fbi.gov/file-repository/ucr/nibrs-user-manual-2025.pdf
2026-08-21,,A,Bureau of Justice Statistics,hs_svs,"Stalking Victimization, 2019 (Supplemental Victimization Survey)",https://bjs.ojp.gov/library/publications/stalking-victimization-2019
2026-08-21,,A,Administrative Office of the US Courts,hs_nos320,"Federal Judicial Caseload Statistics, Table C-2 (Nature of Suit)",https://www.uscourts.gov/statistics-reports/caseload-statistics-data-tables
2026-08-21,,B,Pew Research Center,hs_pew,"The State of Online Harassment (Jan 2021, fielded Sept 2020)",https://www.pewresearch.org/internet/2021/01/13/the-state-of-online-harassment/
2026-08-21,,A,US Department of Homeland Security,hs_dhs_worldcup,DHS Highlights Successful Arrests and Rescues in Crackdown on Human Trafficking During FIFA World Cup (2026-07-29),https://www.dhs.gov/news/2026/07/29/dhs-highlights-successful-arrests-and-rescues-crackdown-human-trafficking-during
2026-08-21,,A,US Department of Homeland Security,hs_dhs_ccht_fy24,DHS Center for Countering Human Trafficking FY2024 Annual Report (2025-08-13),https://www.dhs.gov/news/2025/08/13/dhs-center-countering-human-trafficking-releases-fiscal-year-2024-annual-report
2026-08-21,,A,FBI,hs_fbi_vnf,FBI Announces Voices Not Forgotten (2026-08-18),https://www.fbi.gov/news/press-releases/fbi-announces-voices-not-forgotten
2026-08-21,,B,Vera Institute of Justice,hs_vera_2026,Ten Things Vera's ICE Detention Trends Dashboard Reveals (through March 2026),https://www.vera.org/news/ten-things-veras-ice-detention-trends-dashboard-reveals-about-ice-detention-through-march-2026
2026-08-21,,A,FBI,tr_fbi_program,Transnational Repression (counterintelligence program page),https://www.fbi.gov/investigate/counterintelligence/transnational-repression
2026-08-21,,A,FBI Philadelphia,tr_fbi_phila,FBI Philadelphia Brings Awareness to Transnational Repression (2025-03-13),https://www.fbi.gov/contact-us/field-offices/philadelphia/news/fbi-philadelphia-brings-awareness-to-transnational-repression
2026-08-21,,B,Freedom House,tr_fh_2025,Tracking Transnational Repression in 2025 (published 2026-04-16),https://freedomhouse.org/article/authoritarian-collaboration-fueled-transnational-repression-2025
2026-08-21,,A,DOJ / EDNY,tr_edny_34,34 PRC National Police Officers Charged with Perpetrating Transnational Repression Scheme Targeting U.S. Residents,https://www.fbi.gov/contact-us/field-offices/newyork/news/thirty-four-officers-of-peoples-republic-of-china-national-police-charged-with-perpetrating-transnational-repression-scheme-targeting-us-residents
2026-08-21,,A,World Bank (data source: UNODC),intl_wb_homicide,"Intentional homicides per 100,000 — UNODC series, World Bank mirror (API extract)",https://api.worldbank.org/v2/country/USA;KOR;JPN;GBR;AUS;DEU;FRA;CAN;RUS;CHN;IND;ISR;WLD/indicator/VC.IHR.PSRC.P5?format=json&per_page=500&date=1999:2024
2026-08-21,,A,ONS,intl_ons_drugs,Deaths related to drug poisoning in England and Wales: 2024 registrations,https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsrelatedtodrugpoisoninginenglandandwales/2024registrations
2026-08-21,,A,AIHW/ABS,intl_aihw,Deaths involving alcohol and other drugs in Australia,https://www.aihw.gov.au/reports/alcohol/alcohol-drugs-deaths
2026-08-21,,A,EUDA,intl_euda,European Drug Report 2025 — drug-induced deaths,https://www.euda.europa.eu/publications/european-drug-report/2025/drug-induced-deaths_en
2026-08-21,,A,Public Health Agency of Canada,intl_phac,Special Advisory Committee on Toxic Drug Poisonings — joint statement,https://www.canada.ca/en/public-health/news/2024/12/joint-statement-from-the-co-chairs-of-the-special-advisory-committee-on-toxic-drug-poisonings--latest-national-data-on-substance-related-harms.html
2026-08-21,,B,DHS (citing BKA),intl_dhs_bka,"Rauschgifttote — police-registered drug deaths, Germany",https://www.dhs.de/suechte/illegale-drogen/zahlen-daten-fakten/
2026-08-21,,A,ANSM / CEIP-Addictovigilance,intl_drames,DRAMES 2023 — deaths related to substance abuse (forensic register),https://addictovigilance.fr/wp-content/uploads/2025/06/Plaquette-DRAMES-2023.pdf
2026-08-21,,B,Ewha Medical Journal (Statistics Korea data),intl_kor_drugs,"Drug-induced death statistics in Korea, 2011-2021",https://e-emj.org/journal/view.php?number=37
2026-08-21,,B,UNODC WDR 2025 (via IDPC),intl_unodc_wdr,"Global drug-related deaths estimate (>450,000 in 2021)",https://idpc.net/blog/2025/06/evidence-that-cannot-be-contained-the-world-drug-report-2025-reveals-the-ongoing-failure-of-the
2026-08-21,,A,FBI CJIS,intl_ncic_2024,2024 NCIC Missing Person and Unidentified Person Statistics,https://www.fbi.gov/file-repository/cjis/2024-ncic-missing-and-unidentified-person-statistics.pdf
2026-08-21,,A,RCMP NCMPUR,intl_rcmp,Canada's Missing — Fast Fact Sheet,https://canadasmissing.ca/pubs/2025/index-eng.htm
2026-08-21,,A,AFP NMPCC,intl_afp,National Missing Persons Week 2025,https://www.afp.gov.au/news-centre/media-release/national-missing-persons-week-2025-forever-loved
2026-08-21,,B,NCA UKMPU (via press),intl_nca_press,"UK missing incidents 2020/21 (~262,000) — primary NCA report unreadable this session",https://www.nationalworld.com/news/crime/how-many-missing-people-uk-police-data-explained-body-found-nicola-bulley-4033696
2026-08-21,,A,INTERPOL,intl_interpol,Yellow Notices — the only international missing-persons instrument,https://www.interpol.int/en/How-we-work/Notices/Yellow-Notices
2026-08-21,,A,CDC NCHS,intl_cdc_549,"Drug Overdose Deaths in the United States, 2023-2024 (final)",https://www.cdc.gov/nchs/products/databriefs/db549.htm
2026-08-21,,B,PHAC via CCSA/press,intl_phac_press,"Canada 2024 apparent opioid toxicity deaths (7,150) — primary Infobase unreadable this session",https://globalnews.ca/news/11345931/opioid-deaths-canada-2024/
2026-08-21,,A,BJS,cs104,BJS,https://bjs.ojp.gov/content/pub/pdf/cv99.pdf
2026-08-21,,A,BJS,cs105,BJS,https://bjs.ojp.gov/content/pub/pdf/cv10.pdf
2026-08-21,,A,BJS,cs106,BJS,https://bjs.ojp.gov/document/cv23.pdf
2026-08-21,,B,FBI CIUS via DrugPolicyFacts,cs107,FBI CIUS via DrugPolicyFacts,https://www.drugpolicyfacts.org/table/total_arrests
2026-08-21,,A,FBI CIUS 1997 T29,cs108,FBI CIUS 1997 T29,https://ucr.fbi.gov/crime-in-the-u.s/1997/97sec4.pdf
2026-08-21,,A,FBI,cs109,FBI,https://archives.fbi.gov/archives/news/pressrel/press-releases/fbi-releases-2008-crime-statistics
2026-08-21,,A,FBI CIUS 2019,cs110,FBI CIUS 2019,https://ucr.fbi.gov/crime-in-the-u.s/2019/crime-in-the-u.s.-2019/topic-pages/persons-arrested
2026-08-21,,A,DOJ archive/FBI UCR,cs111,DOJ archive/FBI UCR,https://www.justice.gov/archive/mps/strategic2001-2006/d_arrtot.htm
2026-08-21,,B,The Journalist's Resource (Harvard Shorenstein),ar_jr_ice,How to make sense of ICE arrest data — administrative vs criminal arrests,https://journalistsresource.org/home/how-to-make-sense-of-ice-arrest-data/
2026-08-21,,B,Chicago Sun-Times,ar_suntimes,Tracker: every known federal prosecution tied to Operation Midway Blitz (updated 2026-08-10),https://chicago.suntimes.com/2026/tracker-federal-prosecutions-chicago-status-trumps-immigration-blitz-ice
2026-08-21,,A,DHS OHSS,ice_ohss_2013,Immigration Enforcement Actions: 2013 (Annual Flow Report),https://ohss.dhs.gov/sites/default/files/2023-12/Enforcement_Actions_2013.pdf
2026-08-21,,A,DHS OHSS,ice_ohss_2016,Immigration Enforcement Actions: 2016 (Annual Flow Report),https://ohss.dhs.gov/sites/default/files/2023-12/Enforcement_Actions_2016.pdf
2026-08-21,,A,DHS OHSS,ice_ohss_2017,Immigration Enforcement Actions: 2017 (Annual Report),https://ohss.dhs.gov/sites/default/files/2023-12/enforcement_actions_2017.pdf
2026-08-21,,A,DHS OHSS,ice_ohss_2020,Immigration Enforcement Actions: 2020 (Annual Flow Report),https://ohss.dhs.gov/sites/default/files/2023-12/2022_0131_plcy_enforcement_actions_fy2020v2.pdf
2026-08-21,,A,ICE,ice_fy21,ICE Annual Report FY2021,https://www.ice.gov/doclib/eoy/iceAnnualReportFY2021.pdf
2026-08-21,,A,ICE,ice_fy22,ICE Annual Report FY2022,https://www.ice.gov/doclib/eoy/iceAnnualReportFY2022.pdf
2026-08-21,,A,ICE,ice_fy23,ICE Annual Report FY2023,https://www.ice.gov/doclib/eoy/iceAnnualReportFY2023.pdf
2026-08-21,,A,ICE,ice_fy24,ICE Annual Report FY2024,https://www.ice.gov/doclib/eoy/iceAnnualReportFY2024.pdf
2026-08-21,,B,Deportation Data Project / Austin Kocher,ice_ddp_kocher,"ICE arrest FOIA data, Jan 20-Jun 10 2025 (95,629)",https://austinkocher.substack.com/p/a-close-look-at-ice-arrest-data-from
2026-08-21,,B,Prison Policy Initiative,ice_ppi_2025,"ICE arrests Jan 20-Oct 15 2025 (~217,500, FOIA data)",https://www.prisonpolicy.org/blog/2025/12/11/ice-jails-update/
2026-08-21,,B,Deportation Data Project (UC Berkeley Law),ice_ddp_year1,One Year of Immigration Enforcement (4.4x baseline; street arrests 11x),https://deportationdata.org/analysis/immigration-enforcement-first-year.html
2026-08-21,,A,Bureau of Justice Statistics,bjs_jails_2024,"Jails Report Series: 2024 Preliminary (657,500 held; 7.9M admissions; 69% unconvicted)",https://bjs.ojp.gov/library/publications/jails-report-series-2024-preliminary-data-release/web-report
2026-08-21,,A,Bureau of Justice Statistics,bjs_prisons_2023,"Prisons 2023 Preliminary (1,254,200 year-end)",https://bjs.ojp.gov/preliminary-data-release-prisons-2023
2026-08-21,,A,ICE,det_ice_fy24,ICE FY2024 Annual Report (Figure 17: ADP FY2019-FY2024),https://www.ice.gov/doclib/eoy/iceAnnualReportFY2024.pdf
2026-08-21,,A,ICE,det_ice_fy21,"ICE FY2021 Annual Report (34,000 funded beds; ~75% usable)",https://www.ice.gov/doclib/eoy/iceAnnualReportFY2021.pdf
2026-08-21,,A,US Senate Appropriations,det_sen_fy24,"Homeland Security FY24 Bill Highlights (41,500 beds enacted)",https://www.appropriations.senate.gov/imo/media/doc/Homeland%20Security%20FY24%20Bill%20Highlights.pdf
2026-08-21,,A,US Senate Appropriations,det_sen_fy26,"Homeland Security FY2026 conference bill summary (41,500 maintained)",https://www.appropriations.senate.gov/imo/media/doc/fy26_homeland_security_conference_bill_summary.pdf
2026-08-21,,A,US Senate Appropriations,det_sen_fy20,FY2020 Homeland Security Appropriations summary (FY2019 enacted level),https://www.appropriations.senate.gov/news/minority/summary-fy-2020-homeland-security-appropriations-bill
2026-08-21,,B,TRAC Syracuse,det_trac_qf,"Immigration Detention Quick Facts (11 Jul 2026: 65,765; 70.6% no conviction)",https://tracreports.org/immigration/quickfacts/
2026-08-21,,B,TRAC Syracuse,det_trac_762,ICE Contractual Capacity and Number Detained: Overcapacity vs Overcrowding,https://tracreports.org/reports/762/
2026-08-21,,B,TRAC Syracuse,det_trac_767,"Taking Stock: Detention and Removals (16 Nov 2025: 65,135; 73.6% no conviction)",https://tracreports.org/reports/767/
2026-08-21,,B,Austin Kocher (Syracuse),det_kocher_fy26,92% of ICE Detention Growth in FY2026 Driven by Immigrants with No Criminal Convictions,https://austinkocher.substack.com/p/92-of-ice-detention-growth-in-fy
2026-08-21,,B,Austin Kocher (Syracuse),det_kocher_record,"ICE's Delayed Detention Data is Out, Two Record Highs (70,766 on 24 Jan 2026)",https://austinkocher.substack.com/p/ices-delayed-detention-data-is-out
2026-08-21,,B,CBS News,det_cbs_73k,"ICE detainee population reaches record high of 73,000 (16 Jan 2026)",https://www.cbsnews.com/news/ices-detainee-population-record-high-of-73000/
2026-08-21,,B,Migration Policy Institute,det_mpi,US Immigrant Detention Grows to Record Heights,https://www.migrationpolicy.org/article/trump-immigrant-detention
2026-08-21,,A,Eurostat (joint Eurostat–UNODC data collection),bg_eurostat_iccs,"crim_off_cat — police-recorded offences, ICCS05012 'Burglary of private residential premises', per 100 000 inhabitants",https://ec.europa.eu/eurostat/databrowser/view/crim_off_cat/default/table?lang=en
2026-08-21,,A,Eurostat,bg_eurostat_news,"Burglary in the EU (Eurostat news release, 2026-08-03)",https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20260803-1
2026-08-21,,A,UNODC,bg_unodc_gone,UNODC data portal — burglary is no longer offered as a retrievable indicator (checked 2026-08-21),https://dataunodc.un.org/
2026-08-21,,A,FBI Uniform Crime Reporting Program,bg_fbi_srs2019,"Crime in the United States 2019, Table 1 (Summary Reporting System — final year of the SRS basis)",https://ucr.fbi.gov/crime-in-the-u.s/2019/crime-in-the-u.s.-2019/topic-pages/tables/table-1
2026-08-21,,A,FBI Crime Data Explorer,bg_fbi_cde24,"UCR Summary of Reported Crimes in the Nation, 2024 (NIBRS-based national estimates)",https://cde.ucr.cjis.gov/LATEST/resources/reports/UCR%20Summary%20of%20Reported%20Crimes%20in%20the%20Nation%202024.pdf
2026-08-21,,A,FBI Crime Data Explorer,bg_fbi_quick24,"Reported Crimes in the Nation — Quick Stats (clearance rates, 2024)",https://cde.ucr.cjis.gov/LATEST/resources/reports/Reported%20Crimes%20in%20the%20Nation%20Quick%20Stats.pdf
2026-08-21,,A,Bureau of Justice Statistics,bg_bjs_cv24,"Criminal Victimization, 2024 (NCVS) — Tables 2 and 4",https://bjs.ojp.gov/document/cv24.pdf
2026-08-21,,A,Bureau of Justice Statistics,bg_bjs_cv10,"Criminal Victimization, 2010 (NCVS) — Tables 7 and 10",https://bjs.ojp.gov/content/pub/pdf/cv10.pdf
2026-08-21,,A,Bureau of Justice Statistics,bg_bjs_cv99,Criminal Victimization 1999 (NCVS) — pre-2017 'household burglary' basis,https://bjs.ojp.gov/content/pub/pdf/cv99.pdf
2026-08-21,,A,Statistics Canada,bg_statcan_be02,"Juristat: Breaking and Entering in Canada, 2002 — 'home invasion' is not captured by the UCR Survey",https://www150.statcan.gc.ca/n1/pub/85-002-x/85-002-x2004005-eng.pdf
2026-08-21,,A,Statistics Canada,bg_statcan_2025,"Police-reported crime statistics, 2025 (The Daily) — breaking and entering",https://www150.statcan.gc.ca/n1/daily-quotidien/260722/dq260722a-eng.htm
2026-08-21,,A,Crime Statistics Agency Victoria,bg_csa_vic,Spotlight: burglary / break and enter offences recorded in Victoria,https://www.crimestatistics.vic.gov.au/spotlight-burglarybreak-and-enter-offences-recorded-in-victoria
